Register;DOY;Hour;PAR;Tair;RH;VPD
578;236;1;-0.064166667;18.15;83.88333333;0.335727017
579;236;2;0;18.13166667;84.16666667;0.329445337
580;236;3;0;18.05333333;84.58333333;0.319200876
581;236;4;0;17.785;84.86666667;0.308089182
582;236;5;55.3755;17.725;83.91666667;0.32619433
583;236;6;217.4;20.07666667;77.57833333;0.526663603
584;236;7;317.9833333;22.21833333;69.80333333;0.808890851
585;236;8;408.8333333;23.26833333;56.93166667;1.229486969
586;236;9;442.4666667;24.55833333;58.68333333;1.274498273
587;236;10;432.45;26.13666667;59.84;1.360593422
588;236;11;381.5166667;27.88;57.65666667;1.589036847
589;236;12;380.3666667;29.63666667;50.21;2.068512737
590;236;13;269.1833333;29.40333333;47.45833333;2.153708005
591;236;14;268.1666667;29.36;47.60333333;2.142408208
592;236;15;255.7;28.89;49.66666667;2.00294887
593;236;16;259.95;28.445;48.83;1.984420048
594;236;17;194.1333333;26.86;53.77833333;1.63410334
595;236;18;184.0833333;25.075;60.49666667;1.256699823
596;236;19;104.6;23.14666667;65.60833333;0.974604375
597;236;20;0;22.07333333;69.08333333;0.820899035
598;236;21;-0.064166667;20.59;73.27666667;0.647918475
599;236;22;-0.1925;19.52;74.61833333;0.575966359
600;236;23;-0.256666667;18.59333333;76.07166667;0.51250015
601;237;0;-0.128333333;18.05;76.91833333;0.477803993
602;237;1;0;17.82833333;77.305;0.463294442
603;237;2;-0.064166667;17.72333333;78.01166667;0.445909832
604;237;3;0;17.56833333;78.87166667;0.42430269
605;237;4;0;17.28166667;79.73166667;0.39972885
606;237;5;56.46833333;17.41166667;77.68166667;0.44378971
607;237;6;202.7666667;19.59833333;71.42333333;0.651630837
608;237;7;212.9833333;21.49;67.145;0.841844083
609;237;8;258.7;22.89166667;63.45833333;1.019685825
610;237;9;427.7166667;24.05666667;58.225;1.250502392
611;237;10;467.4833333;26.295;48.66333333;1.755579029
612;237;11;538.0833333;27.04166667;51.56833333;1.730587452
613;237;12;359.7666667;29.63166667;47.88333333;2.164550966
614;237;13;407.7166667;30.23833333;49.275;2.181384582
615;237;14;332.5833333;29.125;49.915;2.020315718
616;237;15;297.9333333;28.31;50.85666667;1.890944791
617;237;16;266.7166667;28.05;48.97166667;1.934016195
618;237;17;223.3833333;25.985;50.52666667;1.661169959
619;237;18;173.3833333;25.05333333;53.85333333;1.466148457
620;237;19;107.1166667;23.15333333;59.48666667;1.148545019
621;237;20;0;21.26333333;66.73166667;0.840683295
622;237;21;-0.256666667;19.48;70.81833333;0.660552831
623;237;22;-0.064166667;17.985;71.74333333;0.582544216
624;237;23;0;17.16666667;74.885;0.491723858
625;238;0;0;16.91666667;79.25;0.399878605
626;238;1;-0.064166667;17.125;76.86333333;0.451797151
627;238;2;-0.064166667;16.86;77.67833333;0.428623309
628;238;3;-0.064166667;17.14833333;75.26166667;0.483787458
629;238;4;-0.320833333;16.74833333;85.35166667;0.279292613
630;238;5;58.56766667;17.3;83.03166667;0.335034897
631;238;6;222.9166667;18.50833333;74.21666667;0.549299985
632;238;7;510.9166667;21.86666667;58.82;1.079721352
633;238;8;455.8;23.62666667;50.67833333;1.438744509
634;238;9;287.9;24.35666667;50.06166667;1.521982517
635;238;10;486.45;25.75833333;49.07666667;1.687077713
636;238;11;493.65;27.545;50.81333333;1.810118589
637;238;12;381.6;28.14166667;54.39;1.73790098
638;238;13;412.8333333;31.145;46.48666667;2.423484431
639;238;14;379.2;28.445;50.77;1.909185049
640;238;15;357.3;27.94;51.55333333;1.824446073
641;238;16;337.4833333;28.23666667;51.79833333;1.846825162
642;238;17;256.6;26.05833333;56.58333333;1.464136834
643;238;18;184.3166667;24.89;62.30666667;1.185976657
644;238;19;106.0383333;23.30333333;66.47666667;0.959026018
645;238;20;-0.385;21.50833333;71.53833333;0.730092158
646;238;21;-0.256666667;20.47;70.62666667;0.706919961
647;238;22;0;19.74;71.07;0.66551331
648;238;23;0;18.87166667;72.78666667;0.593089209
649;239;0;0;18.71833333;73.96166667;0.562070128
650;239;1;0;18.32666667;75.42333333;0.51766536
651;239;2;0;17.31;75.87666667;0.476609537
652;239;3;0;16.845;75.81333333;0.463993492
653;239;4;0;17.375;78.35333333;0.429438033
654;239;5;58.15166667;16.95166667;80.34;0.379714621
655;239;6;236.25;19.30833333;71.59166667;0.636218771
656;239;7;509.95;22.29333333;60.27333333;1.069041054
657;239;8;460.25;23.86666667;50.88166667;1.453642561
658;239;9;283.4333333;24.14666667;54.35166667;1.373843112
659;239;10;453.9666667;25.77333333;49.01166667;1.69073228
660;239;11;666.25;26.045;49.14333333;1.713684717
661;239;12;336.5833333;28.69166667;48.27333333;2.034901169
662;239;13;389.95;25.86666667;49.84;1.672479778
663;239;14;365.35;29.97833333;48.87;2.166281095
664;239;15;300.8166667;27.445;55.41333333;1.631271927
665;239;16;352.0333333;26.485;56.03833333;1.520302827
666;239;17;211.5166667;25.905;51.23333333;1.629713866
667;239;18;182.8;23.91333333;52.44833333;1.411228069
668;239;19;107.4666667;22.85333333;59.505;1.127383163
669;239;20;0;21.01833333;70.88;0.724877136
670;239;21;-0.064166667;19.55833333;80.72833333;0.438359555
671;239;22;0;18.73333333;79.07;0.452224222
672;239;23;0;18.44166667;76.325;0.502281138
673;240;0;0;17.67333333;78.20833333;0.440531181
674;240;1;0;16.84666667;82.66166667;0.332651237
675;240;2;0;16.92;77.38666667;0.435879504
676;240;3;0;16.83833333;81.56166667;0.353568714
677;240;4;0;16.38;83.44666667;0.308308078
678;240;5;57.51116667;16.88833333;81.62166667;0.353537778
679;240;6;238.8;19.13;71.94;0.62147692
680;240;7;477.15;22.3;58.695;1.111964563
681;240;8;417.7333333;23.475;51.27333333;1.408463559
682;240;9;334.95;23.85;52.41833333;1.406755908
683;240;10;431.65;25.74833333;49.55166667;1.67035156
684;240;11;639.05;27.11166667;51.94333333;1.724249873
685;240;12;376.5333333;29.31333333;49.21166667;2.07106773
686;240;13;398.7333333;29.96166667;48.75166667;2.169219578
687;240;14;398.1666667;29.02833333;51.37166667;1.950636431
688;240;15;372.15;29.16166667;48.10333333;2.097829804
689;240;16;385.05;27.97333333;49.09833333;1.920623697
690;240;17;232.5666667;25.7;52.71833333;1.561027057
691;240;18;179.9666667;24.78166667;55.44166667;1.392947213
692;240;19;107;22.80333333;62.41166667;1.043297403
693;240;20;0;21.11166667;69.38166667;0.766554478
694;240;21;0;19.6;76.04666667;0.546261965
695;240;22;0;18.48833333;76.755;0.494602242
696;240;23;0;17.42333333;78.18;0.434200424
697;241;0;0;17.03;75.085;0.483604881
698;241;1;0;16.69333333;77.48;0.427880633
699;241;2;0;16.58833333;77.89333333;0.417233919
700;241;3;0;16.42;77.82166667;0.414127822
701;241;4;0;16.46833333;80.85833333;0.358526509
702;241;5;55.57333333;17.48;76.39333333;0.471437549
703;241;6;205.9833333;19.085;74.28;0.568054659
704;241;7;611.8166667;22.415;60.15833333;1.080093847
705;241;8;509.8666667;23.65833333;51.54333333;1.416208409
706;241;9;284.2666667;24.63666667;49.22166667;1.573710979
707;241;10;457.5666667;25.86833333;50.89833333;1.637353343
708;241;11;461.7;27.71166667;49.95;1.859901427
709;241;12;351.2333333;28.41666667;51.03166667;1.895917298
710;241;13;457.5833333;29.78166667;50.90166667;2.056849621
711;241;14;393.85;30.05166667;48.165;2.20540622
712;241;15;317.95;28.39166667;51.15833333;1.888270929
713;241;16;207.35;28.375;58.98333333;1.584214458
714;241;17;191.6;26.66833333;58.32166667;1.456975528
715;241;18;160.8333333;24.695;60.88833333;1.216369923
716;241;19;106.1;22.76166667;70.49666667;0.816826563
717;241;20;0;21.35;76.59166667;0.594673041
718;241;21;0;20.55666667;77.79;0.53738578
719;241;22;0;19.97333333;79.33;0.48242356
720;241;23;0;18.785;82.69;0.375218389
721;242;0;0;18.57;84.56666667;0.330070748
722;242;1;0;18.74;83.61666667;0.354134186
723;242;2;0;18.74333333;83.93333333;0.347361645
724;242;3;0;18.77166667;84.46666667;0.336426223
725;242;4;0;18.385;83.86666667;0.341066174
726;242;5;52.9975;17.765;81.52833333;0.37557861
727;242;6;165.7666667;19.15;76.12;0.52955727
728;242;7;182.4666667;20.51833333;74.04166667;0.626596824
729;242;8;236.1;22.13833333;72.29333333;0.738585042
730;242;9;279.5666667;23.78166667;69.87;0.887144808
731;242;10;364.05;25.12666667;64.22833333;1.141490945
732;242;11;224.4166667;25.05833333;58.57166667;1.316631856
733;242;12;244.95;24.41;63.42166667;1.118370411
734;242;13;252.6333333;25.31333333;65.12666667;1.125245684
735;242;14;305.45;26.29166667;64.725;1.206075119
736;242;15;243.5333333;26.96166667;64.76166667;1.253260304
737;242;16;201.4833333;25.76166667;67.23;1.085876501
738;242;17;199.7;25.22333333;68.45833333;1.012313832
739;242;18;168.5333333;24.595;70.39;0.91538532
740;242;19;104.405;22.825;69.55166667;0.846230188
741;242;20;-0.385;20.77333333;71.87833333;0.689562046
742;242;21;0;19.52333333;75.22166667;0.562391848
743;242;22;0;18.725;77.9;0.477255136
744;242;23;0;18.05166667;78.33;0.448628658
745;243;0;0;17.55;78.48666667;0.431534884
746;243;1;0;16.86333333;77.82;0.425993081
747;243;2;0;16.725;76.12666667;0.454507239
748;243;3;0;16.81166667;75.39833333;0.470957578
749;243;4;0;16.855;78.00833333;0.42215268
750;243;5;52.36166667;17.08;78.89833333;0.410886624
751;243;6;161.7166667;18.82333333;75.835;0.525066138
752;243;7;174.85;20.18333333;73.55166667;0.625357495
753;243;8;204.2166667;21.61666667;70.55;0.760466241
754;243;9;259.0333333;23.405;67.42;0.937772519
755;243;10;262.2833333;24.08333333;63.91;1.082055858
756;243;11;511.5833333;27.68166667;54.06666667;1.703936803
757;243;12;361.3833333;29.3;49.59166667;2.053992368
758;243;13;266.7;28.91;49.97833333;1.992850131
759;243;14;202.2;27.01833333;57.80166667;1.505792339
760;243;15;305.15;26.85333333;60.995;1.378428237
761;243;16;376.7166667;27.53;55.40833333;1.639580415
762;243;17;199.65;26.27;55.525;1.518686924
763;243;18;166.1;24.47166667;60.67166667;1.206894511
764;243;19;105.755;22.565;63.19666667;1.006854433
765;243;20;-0.1925;19.95;72.78166667;0.634340005
766;243;21;-0.064166667;18.46166667;79.80166667;0.429058597
767;243;22;0;16.82833333;84.005;0.306521427
768;243;23;0;16.735;82.40333333;0.335223107
769;244;0;0;16.77666667;82.19166667;0.340154119
770;244;1;0;16.40833333;81.85833333;0.338501128
771;244;2;0;16.24333333;85.5;0.267723059
772;244;3;0;17.16;76.52333333;0.459453213
773;244;4;0;16.79;79.955;0.383200523
774;244;5;55.68783333;17.06;79.69833333;0.394808795
775;244;6;182.3833333;18.13166667;77.68;0.46441389
776;244;7;187.3;19.99666667;63.83333333;0.845325289
777;244;8;267.95;21.87166667;57.68666667;1.109775341
778;244;9;358.6833333;24.06166667;52.61333333;1.418908861
779;244;10;392.5;26.25333333;48.60833333;1.753145592
780;244;11;483.65;27.92;48.36333333;1.942313537
781;244;12;399.2666667;28.82166667;51.95333333;1.904410791
782;244;13;323.5166667;29.14;49.395;2.04305976
783;244;14;261.8833333;27.34666667;51.85;1.751538965
784;244;15;239.95;26.90166667;49.69;1.782997661
785;244;16;203.0166667;26.495;47.43666667;1.81884051
786;244;17;191.3333333;25.76;49.265;1.681004182
787;244;18;166.1333333;23.9;53.545;1.377577774
788;244;19;105.555;22.575;56.33166667;1.195390192
789;244;20;-0.256666667;20.31166667;73.15166667;0.639868531
790;244;21;0;19.17666667;74.40333333;0.568569544
791;244;22;0;18.035;74.495;0.527470875
792;244;23;0;17.39;74.415;0.508050022
793;245;0;0;17.21333333;75.6;0.479137681
794;245;1;0;16.91;76.57166667;0.451302628
795;245;2;0;16.70666667;75.25833333;0.470490665
796;245;3;0;16.89166667;74.81;0.484673961
797;245;4;0;16.84166667;76.035;0.45964385
798;245;5;52.0975;16.95666667;75.55666667;0.472249919
799;245;6;170.4166667;18.51666667;76.61666667;0.498429321
800;245;7;203.55;20.03333333;70.48166667;0.691500995
801;245;8;218.3666667;21.7;67.29166667;0.848915989
802;245;9;232.1833333;23.16833333;62.71166667;1.058075203
803;245;10;311.2833333;24.24166667;60.75333333;1.187921161
804;245;11;406.4666667;27.125;50.99666667;1.7595904
805;245;12;350.6833333;28.77;50.725;1.94726631
806;245;13;432.1333333;29.53666667;50.40833333;2.048453587
807;245;14;377.1;30.18333333;49.19333333;2.178025874
808;245;15;293.9166667;28.98833333;55.58166667;1.77764649
809;245;16;298.85;28.14;60.94333333;1.48805174
810;245;17;201.2833333;26.45;63.16666667;1.271164175
811;245;18;168.45;24.73833333;62;1.184858034
812;245;19;105.0383333;22.745;64.86333333;0.971808539
813;245;20;0;20.41666667;73.48333333;0.636073208
814;245;21;0;19.195;73.55333333;0.588121576
815;245;22;0;18.44333333;74.98666667;0.530730205
816;245;23;0;17.70166667;75.64833333;0.493162973
817;246;0;0;17.52;76.335;0.473797255
818;246;1;0;17.15333333;76.77666667;0.454303588
819;246;2;0;16.89666667;77.01666667;0.442356341
820;246;3;0;16.88666667;76.46833333;0.452622858
821;246;4;0;16.85833333;76.69166667;0.44752208
822;246;5;55.31183333;17.01166667;76.14833333;0.462427916
823;246;6;182.8333333;18.61333333;76.675;0.500203523
824;246;7;239.4666667;21.03166667;66.555;0.833220284
825;246;8;444.3;23.21166667;60.61333333;1.120545173
826;246;9;376.1833333;23.92;57.78666667;1.253299874
827;246;10;384.5833333;25.41666667;51.31;1.580735729
828;246;11;369.15;27.97166667;49.555;1.903207998
829;246;12;412.1666667;28.925;50.96166667;1.955369636
830;246;13;285.1333333;28.73333333;48.86666667;2.016419511
831;246;14;400.8;29.085;49.15166667;2.046374946
832;246;15;269.3;28.615;48;2.036587493
833;246;16;246.4333333;27.92666667;49.87;1.886372753
834;246;17;253.1833333;26.47833333;53.405;1.610737423
835;246;18;182.4166667;24.52666667;56.825;1.329303975
836;246;19;104.0333333;22.53166667;59.97;1.092915306
837;246;20;0;19.15166667;78.89333333;0.468105093
838;246;21;0;18.06666667;84.06833333;0.33014043
839;246;22;0;17.46833333;83.97;0.319891823
840;246;23;0;16.79666667;79.47666667;0.392510885
841;247;0;0;16.485;80.44166667;0.366719452
842;247;1;0;16.74;79.90666667;0.382907099
843;247;2;0;16.63833333;78.19833333;0.412787265
844;247;3;0;16.62666667;78.45833333;0.40756219
845;247;4;0;16.66333333;78.53833333;0.406995832
846;247;5;55.44016667;16.70833333;79.535;0.389206229
847;247;6;188.05;18.23333333;78.355;0.453253056
848;247;7;515.0166667;21.47833333;61.3;0.99090292
849;247;8;574.9833333;23.15;52.46166667;1.347431023
850;247;9;301.2666667;24.13333333;51.09166667;1.470780622
851;247;10;371.85;26.27;50.50833333;1.689990939
852;247;11;647;27.425;52.12333333;1.749594387
853;247;12;358.1833333;28.84333333;49.38666667;2.00866151
854;247;13;354.2833333;28.86166667;54.65666667;1.80142372
855;247;14;369.4833333;29.64833333;48.31166667;2.148819761
856;247;15;394.2333333;28.33833333;51.49333333;1.869521077
857;247;16;302.35;28.09166667;51.37833333;1.847275183
858;247;17;208.9833333;26.82166667;48.06666667;1.831902192
859;247;18;175.9833333;25.05833333;50.76;1.564894056
860;247;19;105.4333333;23.20833333;57.49;1.209160164
861;247;20;0;20.665;72.885;0.660458871
862;247;21;0;19.775;74.52666667;0.587268593
863;247;22;0;18.99;78.29166667;0.476620297
864;247;23;0;19.01833333;73.52;0.582413792
865;248;0;0;19.16166667;72.695;0.605949592
866;248;1;0;18.73833333;73.30333333;0.577002078
867;248;2;0;18.09333333;73.71166667;0.545667712
868;248;3;0;17.70666667;74.14166667;0.523840592
869;248;4;0;17.02666667;75.35833333;0.47819843
870;248;5;55.50666667;17.02;79.73;0.393195352
871;248;6;195.3666667;18.76666667;75.97;0.520287315
872;248;7;589.6666667;21.87;60.49666667;1.03597056
873;248;8;701.5666667;23.96333333;49.35833333;1.507451629
874;248;9;299.8666667;23.68166667;53.11666667;1.372150881
875;248;10;315.0166667;26.32333333;48.85166667;1.752063609
876;248;11;587.3333333;27.895;48.89666667;1.919454268
877;248;12;335.3666667;28.14166667;54.99;1.715038875
878;248;13;384.9833333;30.90166667;46.01833333;2.411067705
879;248;14;342.6666667;28.42666667;51.37666667;1.883652799
880;248;15;415.3666667;28.39333333;51.02;1.893802265
881;248;16;292.8833333;27.83;50.11166667;1.866733082
882;248;17;198.8166667;26.61666667;52.765;1.646212532
883;248;18;172.3166667;24.19833333;60.41833333;1.194954247
884;248;19;103.9236667;23.24333333;72.06333333;0.796315307
885;248;20;0.771;22.07833333;73.36;0.707560491
886;248;21;0.771;20.68166667;72.88;0.661258961
887;248;22;0.771;19.41;74.155;0.582484054
888;248;23;0.771;18.945;73.60166667;0.577967014
889;249;0;0.771;18.16833333;74.83166667;0.52488663
890;249;1;0.578;17.47;75.33;0.492361931
891;249;2;0.642333333;16.93166667;75.39833333;0.47455621
892;249;3;0.449333333;16.65666667;75.19166667;0.470262274
893;249;4;0.578;16.57833333;74.88166667;0.473773809
894;249;5;54.92333333;16.66166667;84.89166667;0.286481831
895;249;6;188.4333333;18.82333333;77.79166667;0.482550955
896;249;7;532.45;22.24166667;62.41;1.008369691
897;249;8;663.15;23.67;52.125;1.400191092
898;249;9;275.0166667;24.58333333;50.145;1.54018013
899;249;10;350.7166667;25.68833333;50.86333333;1.621149786
900;249;11;555.9333333;26.9;53.775;1.638064056
901;249;12;349.2;28.94166667;49.845;2.001823984
902;249;13;346.9666667;29.76166667;50.30833333;2.079315143
903;249;14;299.95;29.15833333;52.08833333;1.936370736
904;249;15;290.9833333;29.27333333;56.965;1.750856237
905;249;16;204.2166667;28.61833333;54.90666667;1.766428103
906;249;17;197.45;26.65;58.91833333;1.434569737
907;249;18;159.6833333;24.91166667;64.12166667;1.130328696
908;249;19;104.55;23.03666667;68.27833333;0.892984239
909;249;20;0;21.54333333;75.13666667;0.639155537
910;249;21;0;20.58333333;79.15333333;0.505228627
911;249;22;0;19.92833333;80.53333333;0.453074294
912;249;23;0;18.78666667;78.83666667;0.458792543
913;250;0;0;17.965;78.94;0.433630785
914;250;1;0;17.94;80.66833333;0.39741855
915;250;2;0;18.285;81.78333333;0.382701364
916;250;3;0;18.12833333;81.6;0.382770012
917;250;4;0;17.95333333;80.63333333;0.398472125
918;250;5;52.75;18.06666667;79.35333333;0.427845972
919;250;6;165.2833333;20.01333333;74.19666667;0.60372509
920;250;7;181.7666667;21.26666667;70.30166667;0.750623551
921;250;8;320.9166667;22.89166667;67.72166667;0.900718603
922;250;9;349.3833333;24.28333333;62.86833333;1.126712738
923;250;10;395.5666667;26.385;54.29666667;1.571249332
924;250;11;405.2;28.03666667;49.215;1.923300478
925;250;12;379.8;29.01833333;48.08833333;2.081138558
926;250;13;191.65;26.90166667;50.31166667;1.760965655
927;250;14;195.7666667;24.77333333;60.91166667;1.221341014
928;250;15;246.4833333;24.26;66.41833333;1.01756944
929;250;16;192.1166667;24;67.73333333;0.962598982
930;250;17;167.1166667;22.89166667;68.5;0.878999411
931;250;18;158.6;22.105;69.50333333;0.811310497
932;250;19;105.1191667;21.505;70.855;0.747468414
933;250;20;0;19.74333333;75.33166667;0.56759415
934;250;21;0;18.78333333;78.62166667;0.463356927
935;250;22;0;18.16;80.755;0.401145303
936;250;23;0;17.53666667;81.2;0.376791126
937;251;0;0;17.03166667;81.76666667;0.353949834
938;251;1;0;16.955;82.31666667;0.34160932
939;251;2;0;16.82333333;78.88333333;0.40454251
940;251;3;0;16.76666667;77.79833333;0.423801345
941;251;4;0;16.685;77.53333333;0.426641385
942;251;5;52.61416667;16.91166667;76.75666667;0.447786277
943;251;6;168.1166667;18.74333333;74.20833333;0.557616334
944;251;7;185.1666667;19.845;70.18666667;0.690313128
945;251;8;258.1833333;21.92;62.59833333;0.983850699
946;251;9;325.8666667;23.55333333;58.01;1.219478829
947;251;10;329;25.62833333;55.26;1.470852472
948;251;11;374.8166667;26.22833333;55.23666667;1.524779614
949;251;12;387.1166667;27.34333333;51.42;1.766836314
950;251;13;285.5166667;26.595;48.17333333;1.803937922
951;251;14;267.0833333;26.16333333;49.76833333;1.704496268
952;251;15;239.2833333;25.87;52.26666667;1.591881623
953;251;16;204.8833333;25.50166667;54.51;1.484316557
954;251;17;183.2166667;24.14333333;56.88666667;1.297289866
955;251;18;165.2666667;23.32166667;58.58333333;1.186147628
956;251;19;105.1691667;22.445;60.21833333;1.080434495
957;251;20;-0.1925;20.14666667;75.43;0.579629867
958;251;21;0;19.12;72.965;0.598402009
959;251;22;0;18.39333333;74.11166667;0.54757737
960;251;23;0;17.86;75.15333333;0.508230567
961;252;0;0;17.46666667;75.72833333;0.484310088
962;252;1;0;17.28833333;75.88833333;0.475726945
963;252;2;0;16.91;78.31333333;0.417752707
964;252;3;0;16.46833333;81.44833333;0.347475714
965;252;4;0;16.93833333;84.55666667;0.298021602
966;252;5;54.21416667;16.64333333;88.00333333;0.22721405
967;252;6;184.2;18.17833333;83.325;0.347976235
968;252;7;498.4833333;21.565;60.46666667;1.017621166
969;252;8;889.5666667;23.67833333;51.50333333;1.419084234
970;252;9;298.1666667;24.255;50.36166667;1.5036575
971;252;10;386.8;25.25166667;52.84;1.516128215
972;252;11;636.7333333;28.45833333;46.76666667;2.06603586
973;252;12;332.9166667;29.4;48.12166667;2.126109308
974;252;13;376.8333333;29.77833333;51.145;2.046263892
975;252;14;331.5166667;29.595;52.27666667;1.977907454
976;252;15;503.45;28.545;49.63666667;1.964499268
977;252;16;283.4333333;28.16333333;54.34666667;1.741745463
978;252;17;196.85;26.835;53.96333333;1.625174885
979;252;18;169.4666667;25.085;55.29333333;1.42307773
980;252;19;105.3166667;23.29666667;62.41166667;1.074883889
981;252;20;0;21.23;71.74166667;0.712623983
982;252;21;0;19.30833333;72.25666667;0.621325764
983;252;22;0;17.79833333;74.02333333;0.529285439
984;252;23;0;17.18666667;78.68833333;0.41778724
985;253;0;0;17.14333333;73.76166667;0.512959368
986;253;1;0;17.74;76.48333333;0.477404553
987;253;2;0;17.14333333;80.945;0.372525215
988;253;3;0;16.61166667;79.47833333;0.387894086
989;253;4;0;17.49;80.98166667;0.380045962
990;253;5;53.2475;17.45833333;81.11166667;0.376694296
991;253;6;183.2333333;18.32;79.545;0.430669415
992;253;7;461.1833333;21.79166667;61.14;1.014238928
993;253;8;761.1666667;23.305;53.61;1.327245443
994;253;9;315.85;24.01166667;51.65666667;1.443218148
995;253;10;381.2666667;25.76166667;50.17833333;1.650905617
996;253;11;643.8;27.40833333;50.69666667;1.79997493
997;253;12;408.25;29.36;50.05333333;2.042231986
998;253;13;372.5666667;29.93166667;49.45166667;2.135910415
999;253;14;331.3833333;28.50166667;54.15;1.783960842
1000;253;15;508.05;28.3;51.24166667;1.875041171
1001;253;16;289.2;28.13;53.515;1.770040024
1002;253;17;205.9666667;26.52;60.70166667;1.361837163
1003;253;18;169.1;24.47;67.68166667;0.991675167
1004;253;19;25.95;23.13333333;72.16833333;0.78806946
1005;253;20;0;20.94;75.02;0.618835983
1006;253;21;0;19.50666667;76.085;0.542235023
1007;253;22;0;18.46666667;76.615;0.496906276
1008;253;23;0;17.61;76.66;0.469951257
1009;254;0;0;17.425;75.54666667;0.486652861
1010;254;1;0;16.89166667;75.62666667;0.468960699
1011;254;2;0;16.89333333;76.23;0.457400473
1012;254;3;0;16.78833333;75.67666667;0.464940288
1013;254;4;0;16.86833333;79.86166667;0.386903162
1014;254;5;133.8;17.215;83.09666667;0.33196221
1015;254;6;186.2666667;18.72833333;78.81666667;0.457554827
1016;254;7;449.1833333;21.71166667;62.245;0.980596393
1017;254;8;718.0333333;23.525;52.015;1.391210129
1018;254;9;335.1333333;24.515;49.675;1.548363205
1019;254;10;359.7666667;25.37333333;50.87666667;1.590705369
1020;254;11;493.5666667;27.81;49.35;1.893024638
1021;254;12;493.25;29.48;48.17166667;2.133869887
1022;254;13;387.4833333;30.14833333;50.86333333;2.102215722
1023;254;14;357.4833333;29.14166667;50.96;1.980067
1024;254;15;480.1333333;26.97333333;59.865;1.428389035
1025;254;16;300.9333333;28.39333333;52.25333333;1.84611567
1026;254;17;229.8;26.23333333;54.315;1.556633675
1027;254;18;165.0333333;24.85;56.02833333;1.380221466
1028;254;19;26.33333333;23.12333333;61.68333333;1.084302834
1029;254;20;0;22.16833333;70.935;0.776210864
1030;254;21;0;20.84333333;72.48166667;0.677679689
1031;254;22;0;19.08333333;74.37;0.566008094
1032;254;23;0;18.095;74.545;0.528425518
1033;255;0;0;17.35666667;75.185;0.491723143
1034;255;1;0;17.13166667;75.65166667;0.475658461
1035;255;2;0;17.48166667;75.62666667;0.486799503
1036;255;3;0;17.60166667;76.06166667;0.481745448
1037;255;4;0.192666667;17.58;77.325;0.45569837
1038;255;5;52.16666667;17.73666667;77.47;0.457278496
1039;255;6;186.75;19.14333333;76.50166667;0.520877091
1040;255;7;374.7666667;21.74166667;64.54166667;0.922634972
1041;255;8;515.3166667;23.24;54.54166667;1.29549754
1042;255;9;358.9333333;24.22833333;50.23;1.505239325
1043;255;10;331.1333333;25.42666667;53.60333333;1.50717654
1044;255;11;384.2666667;28.02;47.665;1.980079209
1045;255;12;338.2;29.22166667;52.40666667;1.930547746
1046;255;13;370.9;30.11666667;47.76;2.230934113
1047;255;14;343.9;28.56666667;52.20666667;1.866595896
1048;255;15;407.55;28.27666667;52.52666667;1.823152304
1049;255;16;290.1833333;27.92833333;53.83166667;1.737465436
1050;255;17;193.0333333;26.06;63.72166667;1.223531862
1051;255;18;159.4;24.42166667;66.735;1.017776513
1052;255;19;25.68333333;22.65;69.48666667;0.839090162
1053;255;20;0;21.97666667;72.00166667;0.739045178
1054;255;21;0;21.085;73.51833333;0.661905502
1055;255;22;0;19.48;75.465;0.555371422
1056;255;23;0;18.66;76.23166667;0.511201087
1057;256;0;0;18.06;76.375;0.489358762
1058;256;1;0;17.735;75.755;0.492035197
1059;256;2;0;17.49;75.49666667;0.489653468
1060;256;3;0;17.26;75.05166667;0.491353406
1061;256;4;0;17.09;73.89833333;0.508567393
1062;256;5;53.13333333;16.97833333;74.15833333;0.499952133
1063;256;6;181.25;18.6;78.04833333;0.470359844
1064;256;7;287.3833333;21.25666667;66.235;0.852885339
1065;256;8;383;23.26166667;58.09833333;1.195700484
1066;256;9;365.4833333;23.90833333;51.42833333;1.441066584
1067;256;10;294.0833333;25.23;51.58666667;1.55441749
1068;256;11;508.2333333;26.51166667;56.07833333;1.521306654
1069;256;12;534.2833333;28.98666667;51.70166667;1.932740083
1070;256;13;395.25;29.235;53.15666667;1.901587287
1071;256;14;347.8;29.04;52.28;1.915490934
1072;256;15;461.6;27.28;56.77666667;1.566200135
1073;256;16;292.8833333;28.28166667;50.865;1.887514732
1074;256;17;214.7666667;25.93833333;59.52333333;1.355343157
1075;256;18;166.55;24.495;69.385;0.940814505
1076;256;19;26.2;22.80666667;75.39666667;0.68302515
1077;256;20;0;21.95166667;80.72833333;0.507920978
1078;256;21;0;21.21666667;79.18666667;0.524445633
1079;256;22;0;20.49666667;77.175;0.550227122
1080;256;23;0;18.61166667;79.795;0.433250084
1081;257;0;0;18.56666667;79.815;0.431603978
1082;257;1;0;18.47;78.94;0.447595964
1083;257;2;0;17.925;77.945;0.452976939
1084;257;3;0;17.425;77.67666667;0.444263115
1085;257;4;0;16.98666667;77.545;0.434660664
1086;257;5;53.83333333;16.89;76.02666667;0.461215651
1087;257;6;187.85;18.91666667;77.27833333;0.496590802
1088;257;7;340.4833333;21.65833333;66.44333333;0.868719282
1089;257;8;379.05;22.82666667;56.84333333;1.199545481
1090;257;9;359.3166667;24.40166667;51.36166667;1.486359604
1091;257;10;333.55;24.65166667;55.40666667;1.383265496
1092;257;11;466.75;27.26166667;51.48833333;1.75593751
